Code,name,num,s_Chinese,s_English,s_Math,s_Society,s_Science,m_Chinese,m_English,m_Math,m_Society,m_Science
018052,日本語文學系-一般組,36,均,--,--,--,--,--,--,--,--,--
018062,日本語文學系-類繁星組,20,均,--,--,--,--,--,--,--,--,--
018072,中國文學系-一般組,65,均,--,--,--,--,3,--,--,--,--
018082,中國文學系-類繁星組,13,均,--,--,--,--,3.5,--,--,--,--
018092,社會工作與兒童少年福利學系-一般組,65,--,後,--,--,--,3,--,--,--,--
018102,社會工作與兒童少年福利學系-類繁星組,6,--,後,--,--,--,5,5,--,--,--
018112,台灣文學系-一般組,37,後,--,--,後,--,3,--,--,3,--
018122,台灣文學系-類繁星組,3,後,--,--,後,--,5,--,--,5,--
018132,法律學系-一般組,59,後,後,--,--,--,5,3,--,--,--
018142,法律學系-類繁星組,17,後,後,--,--,--,6,3,--,--,--
018152,生態人文學系-一般組,31,後,--,--,--,--,3,--,--,--,--
018162,生態人文學系-類繁星組,10,後,--,--,--,--,5,--,--,--,--
018172,大眾傳播學系-一般組,34,均,--,--,--,--,--,--,--,--,--
018182,大眾傳播學系-類繁星組,3,均,--,--,--,--,--,--,--,--,--
018192,財務工程學系-一般組,35,--,--,後,--,--,3,3,3,--,--
018202,財務工程學系-類繁星組,3,--,--,後,--,--,16,16,16,--,--
018212,應用化學系-一般組,65,--,--,--,--,底,5,--,--,--,3
018222,應用化學系-類繁星組,14,--,--,--,--,底,5,--,--,--,3
018232,食品營養學系營養與保健組-一般組,28,後,底,--,--,底,3,5,--,--,--
018242,食品營養學系營養與保健組-類繁星組,12,後,底,--,--,底,4,5,--,--,--
018252,食品營養學系食品與生物技術組-一般組,26,後,底,--,--,底,3,5,--,--,--
018262,食品營養學系食品與生物技術組-類繁星組,12,後,底,--,--,底,4,5,--,--,--
018272,化粧品科學系-一般組,66,底,底,--,--,--,3,3,--,--,--
018282,化粧品科學系-類繁星組,15,--,--,--,--,底,3,3,--,--,3
018292,資料科學暨大數據分析與應用學系-一般組,62,--,--,底,--,--,3,--,3,--,--
018302,資料科學暨大數據分析與應用學系-類繁星組,13,--,--,底,--,--,3,--,3,--,--
018312,企業管理學系-一般組,86,後,後,--,--,--,5,3,--,--,--
018322,企業管理學系-類繁星組,10,--,後,--,--,--,--,--,--,--,--
018332,國際企業學系-一般組,85,--,底,--,--,--,3,--,--,--,--
018342,國際企業學系-類繁星組,12,--,底,--,--,--,3,--,--,--,--
018352,會計學系-一般組,83,後,--,--,--,--,--,--,--,--,--
018362,會計學系-類繁星組,12,後,--,--,--,--,--,--,--,--,--
018372,觀光事業學系-一般組,85,後,後,--,--,--,--,3,--,--,--
018382,觀光事業學系-類繁星組,10,後,後,--,--,--,--,3,--,--,--
018392,財務金融學系-一般組,87,--,--,後,--,--,4,--,3,--,--
018402,財務金融學系-類繁星組,8,--,--,後,--,--,6,--,5,--,--
018412,資訊管理學系-一般組,70,--,--,底,--,--,--,3,3,--,--
018432,資訊管理學系-類繁星組,15,--,--,底,--,--,--,--,3,--,--
018442,資訊工程學系-一般組,78,--,--,後,--,--,--,--,--,--,--
018462,資訊工程學系-類繁星組,12,--,--,後,--,--,--,--,--,--,--
018472,資訊傳播工程學系-一般組,77,--,--,底,--,--,4,--,3,--,--
018492,資訊傳播工程學系-類繁星組,12,--,--,底,--,--,--,--,4,--,--
018502,寰宇管理學士學位學程,36,--,均,--,--,--,--,3,--,--,--
018512,寰宇外語教育學士學位學程-一般組,25,後,均,--,--,--,4,3,--,--,--
018522,寰宇外語教育學士學位學程-類繁星組,5,後,均,--,--,--,6,5,--,--,--
019012,機械工程學系電子機械組,33,--,後,--,--,--,--,--,--,--,--
019022,機械工程學系精密機械組,27,--,後,--,--,--,--,--,--,--,--
019032,化學工程與生物科技學系,64,--,後,--,--,--,--,--,--,--,3
019042,材料工程學系,33,--,後,--,--,--,--,--,--,--,--
019052,工程學院學士班,27,--,後,--,--,--,--,--,--,--,--
019062,電機工程學系,59,--,後,後,--,--,--,--,3,--,--
019072,資訊工程學系,53,--,後,--,--,--,--,--,3,--,--
019082,工業設計學系,40,--,後,--,--,--,--,4.5,--,--,--
019092,媒體設計學系互動媒體設計組,23,--,後,--,--,--,--,3,--,--,--
019102,媒體設計學系數位遊戲設計組,23,--,--,後,--,--,--,4.5,3,--,--
019112,事業經營學系,50,底,--,--,--,--,--,3,--,6,--
019122,資訊經營學系,30,底,底,--,--,--,--,--,--,--,--
019132,應用外語學系,24,--,均,--,--,--,--,--,--,--,--
019142,材料工程學系(青年儲蓄帳戶組),1,--,後,--,--,--,--,--,--,--,--
019152,電機工程學系(青年儲蓄帳戶組),1,--,後,--,--,--,--,--,--,--,--
019162,資訊工程學系(青年儲蓄帳戶組),1,--,後,--,--,--,--,--,--,--,--
020012,中國文學系,69,均,--,--,--,--,7,--,--,--,--
020022,歷史學系,63,底,底,--,底,--,3,3,--,3,--
020032,哲學系,64,後,--,--,--,--,--,--,--,--,--
020042,景觀設計學系,25,後,後,--,--,--,--,--,--,--,--
020052,影像傳播學系,32,均,均,--,均,--,3,3,--,3,--
020062,新聞傳播學系,24,均,均,--,均,--,3,3,--,3,--
020072,廣告傳播學系,24,均,均,均,--,--,3,3,3,--,--
020082,圖書資訊學系,31,後,--,--,--,--,--,--,--,--,--
020092,教育領導與科技發展學士學位學程,19,均,--,--,均,--,--,--,--,--,--
020102,護理學系,55,--,均,--,--,--,--,3,--,--,--
020112,公共衛生學系,32,--,底,--,--,--,6,--,--,--,--
020122,公共衛生學系(青年儲蓄帳戶組),1,--,底,--,--,--,--,--,--,--,--
020132,醫學系,22,頂,頂,頂,--,頂,8,5,5,--,3
020142,醫學系(公費生),6,頂,頂,頂,--,頂,8,5,5,--,3
020152,臨床心理學系,33,後,後,後,--,後,--,--,--,--,--
020162,職能治療學系,30,--,均,--,--,均,5,6,--,--,3
020172,呼吸治療學系,22,--,均,--,--,均,--,--,--,--,3
020182,數學系資訊數學組,28,--,--,均,--,--,--,--,3,--,--
020192,數學系應用數學組,32,--,--,均,--,--,--,--,3,--,--
020202,化學系,65,--,後,--,--,均,--,--,--,--,3
020212,資訊工程學系,67,--,--,後,--,--,--,--,--,--,--
020232,生命科學系,67,--,--,--,--,均,--,--,--,--,3
020242,物理學系物理組,30,--,--,後,--,後,--,--,3,--,3
020252,物理學系光電物理組,30,--,--,後,--,後,--,--,3,--,3
020262,電機工程學系,68,--,--,後,--,--,--,--,--,--,--
020272,醫學資訊與創新應用學士學位學程,22,--,--,後,--,--,--,--,--,--,--
020282,英國語文學系,32,前,頂,--,--,--,4,3,--,--,--
020292,法國語文學系,32,均,均,--,均,--,5,3,--,--,--
020302,西班牙語文學系,32,均,均,--,均,--,3,3,--,3,--
020312,日本語文學系,60,均,均,--,均,--,3,4,--,5,--
020322,義大利語文學系,32,均,均,--,--,--,5,3,--,--,--
020332,德語語文學系,32,均,均,--,--,--,3,6,--,--,--
020342,織品服裝學系織品設計組,36,均,均,--,均,--,--,3,--,--,--
020352,織品服裝學系服飾設計組,32,均,均,--,均,--,--,3,--,--,--
020362,織品服裝學系織品服飾行銷組,69,均,均,均,--,--,--,2.5,--,--,--
020372,餐旅管理學系,74,--,均,--,--,--,--,--,--,--,--
020382,兒童與家庭學系,30,--,後,--,--,--,3,3,3,--,--
020392,食品科學系,32,--,--,--,--,均,--,6,--,--,3
020402,營養科學系,34,均,均,--,--,均,--,3,--,--,5
020412,法律學系,60,均,前,--,--,--,--,3,--,--,--
020422,財經法律學系,30,均,前,--,--,--,--,3,--,--,--
020432,企業管理學系,84,--,均,--,--,--,--,--,--,--,--
020442,企業管理學系(青年儲蓄帳戶組),3,--,均,--,--,--,--,--,--,--,--
020452,會計學系,61,--,均,均,--,--,--,--,--,--,--
020462,資訊管理學系,66,--,均,均,--,--,3,5,5,--,--
020472,統計資訊學系,61,--,均,均,--,--,--,--,--,--,--
020482,金融與國際企業學系,55,均,均,均,--,--,--,4,4,--,--
020492,社會學系,32,均,均,--,均,--,--,--,--,--,--
020502,社會工作學系,32,均,後,--,--,--,3,3,--,--,--
020512,經濟學系,64,--,均,均,--,--,--,3,3,--,--
020522,宗教學系,49,底,--,--,底,--,3,--,--,3,--
020532,心理學系,32,後,後,後,--,--,--,--,--,--,--
021012,商船學系,57,--,均,均,--,--,--,6,3,--,--
021022,航運管理學系,46,--,均,均,--,--,--,3,5,--,--
021032,運輸科學系A組,22,--,均,均,--,--,--,3,5,--,--
021042,運輸科學系B組,22,--,均,均,--,--,--,3,5,--,--
021052,輪機工程學系能源應用組,19,--,均,均,--,均,--,3,4,--,6
021062,輪機工程學系動力工程組,19,--,均,均,--,均,--,3,4,--,6
021072,食品科學系食品科學組,20,--,均,--,--,均,--,5,--,--,3
021082,食品科學系生物科技組,21,--,均,--,--,均,--,3,--,--,5
021092,水產養殖學系,36,--,後,後,--,均,--,5,--,--,3
021102,生命科學暨生物科技學系,21,--,均,--,--,均,--,--,--,--,--
021112,系統工程暨造船學系,27,--,均,均,--,均,--,6,4,--,3
021122,河海工程學系,47,--,--,後,--,--,--,--,3,--,--
021132,河海工程學系(青年儲蓄帳戶組),1,--,--,後,--,--,--,--,--,--,--
021142,機械與機電工程學系,48,--,--,均,--,均,--,3,5.5,--,6
021152,海洋環境資訊系,28,--,均,均,--,後,--,3,4,--,5
021162,環境生物與漁業科學學系,17,--,均,均,--,--,5,3,3,--,6
021172,電機工程學系,52,--,均,均,--,均,--,--,3,--,--
021182,電機工程學系(青年儲蓄帳戶組),1,--,均,均,--,--,--,--,--,--,--
021192,資訊工程學系,51,--,均,均,--,均,--,--,3,--,--
021212,資訊工程學系(青年儲蓄帳戶組),1,--,均,均,--,均,--,--,--,--,--
021222,通訊與導航工程學系,29,--,均,均,--,均,--,6,3,--,5.5
021232,光電與材料科技學系,17,--,均,均,--,均,--,6,3,--,4
021242,海洋觀光管理學士學位學程,12,均,均,後,後,--,5,4,6,5.5,--
021252,海洋觀光管理學士學位學程(青年儲蓄帳戶組),1,均,均,後,後,--,--,--,--,--,--
021262,海洋法政學士學位學程,15,均,均,均,--,--,3,6,--,--,--
021272,海洋文創設計產業學士學位學程,14,均,後,--,後,--,6,8,--,--,--
021282,海洋經營管理學士學位學程,11,--,均,後,--,--,--,4.5,6,--,--
021292,海洋經營管理學士學位學程(青年儲蓄帳戶組),1,--,均,均,--,--,--,--,--,--,--
021302,海洋工程科技學士學位學程,13,--,--,後,--,--,--,--,3.5,--,4
021312,海洋生物科技學士學位學程,13,--,後,--,--,後,--,5,--,--,3.5
022012,數學系數學組,18,--,後,均,--,後,--,--,3,--,--
022022,數學系應用數學組,18,--,後,均,--,後,--,--,3,--,--
022032,化學系,18,--,均,均,--,均,--,3,--,--,5
022042,物理學系,19,--,--,均,--,均,--,--,5,--,3
022052,生物科技系,19,均,均,均,--,均,--,--,--,--,3
022062,工業設計學系,17,均,均,均,--,--,--,3,--,--,--
022072,電機工程學系,20,--,--,均,--,均,--,--,5,--,7
022082,電子工程學系,20,--,--,均,--,均,--,--,7,--,5
022092,軟體工程與管理學系,9,--,均,均,--,--,5,5,4.5,--,--
022102,工業科技教育學系科技教育與訓練組,11,--,--,均,--,--,--,3.5,4,--,--
022112,工業科技教育學系能源與冷凍空調組,7,--,--,均,--,均,--,6,5.5,--,5
022122,事業經營學系,12,均,均,均,--,--,--,5,4,--,--
022132,地理學系,14,均,均,均,均,--,5,5,4,3.5,--
022142,特殊教育學系,17,均,均,均,均,--,3,4,5,6,--
022152,英語學系,28,均,頂,--,均,--,10,2.5,--,5,--
022162,教育學系,14,前,前,均,均,--,--,3.5,--,--,--
022172,國文學系,38,前,均,--,均,--,2.5,12,--,10,--
023012,輔導與諮商學系學校輔導與諮商組,12,前,前,均,均,--,--,--,--,--,--
023022,輔導與諮商學系社區輔導與諮商組,11,前,前,均,均,--,--,--,--,--,--
023032,特殊教育學系,19,均,均,均,--,--,--,--,--,--,--
023042,數學系,25,--,--,前,--,--,--,8,3,--,--
023052,物理學系物理組,20,--,均,均,--,均,--,10,5,--,3
023062,物理學系光電組,19,--,均,均,--,均,--,10,5,--,3
023072,生物學系,18,均,均,--,--,均,3,3,--,--,5
023082,化學系,23,--,均,均,--,前,--,10,8,--,3
023092,英語學系,19,前,頂,--,均,--,--,3,--,--,--
023102,國文學系,23,前,均,--,均,--,3,6,--,--,--
023112,地理學系,17,--,均,均,均,均,--,--,8,3,6
023122,機電工程學系,22,均,均,均,--,均,--,--,--,--,--
023132,電機工程學系,23,均,均,均,--,均,10,8,5,--,7
023142,電子工程學系,23,--,均,均,--,均,--,--,--,--,--
023152,資訊工程學系,24,--,均,均,--,均,--,--,--,--,--
023172,企業管理學系,21,均,前,均,--,--,10,8,5,--,--
023182,會計學系,27,均,均,均,--,--,5,3,4,--,--
023192,資訊管理學系資訊管理組,14,均,均,均,--,--,5,6,7,--,--
023202,資訊管理學系數位內容科技與管理組,15,均,均,均,--,--,5,6,7,--,--
023212,公共事務與公民教育學系公民教育組,2,前,前,均,前,--,--,--,--,--,--
023222,公共事務與公民教育學系公共事務組,2,前,前,均,前,--,--,--,--,--,--
023232,揚鷹招生A組(教文社),7,均,均,--,均,--,5,5,--,5,--
023242,揚鷹招生B組(管理),3,均,均,均,--,--,8,8,8,--,--
023252,揚鷹招生C組(理工),6,--,均,均,--,均,--,5,5,--,5
025012,醫學系醫師組,39,頂,頂,頂,--,頂,4,3,3,--,2
025022,醫學系醫師科學家組,10,頂,頂,頂,--,頂,4,3,2.5,--,2
025032,醫學系醫師工程師組,10,頂,頂,頂,--,頂,4,3,2,--,2.5
025042,牙醫學系,14,頂,頂,頂,--,頂,--,4,3.5,--,3.5
025052,醫學生物技術暨檢驗學系,21,--,均,--,--,均,--,10,--,--,3
025062,生物醫學影像暨放射科學系,21,--,均,均,--,均,--,3,3,--,3
025072,護理學系,24,均,均,均,--,均,--,3,--,--,6
025082,護理學系(青年儲蓄帳戶組),1,均,均,均,--,均,--,--,--,--,--
025092,物理治療暨輔助科技學系,20,均,均,均,--,均,--,3,3,--,3
025102,生命科學系暨基因體科學研究所,12,--,前,前,--,前,--,6,5,--,4
025112,生物醫學工程學系,16,--,--,前,--,前,--,--,4,--,3
025122,生物醫學暨工程學院聯合招生,8,--,均,均,--,均,--,3,3,--,3
025132,藥學系,18,均,均,均,--,均,--,3,4.5,--,3
025142,學士班大一大二不分系,11,--,均,前,--,前,--,6,4.5,--,4.5
025152,醫學系(公費生),10,頂,頂,頂,--,頂,4,3,3,--,2
025162,醫學系璞玉組,2,均,前,前,--,前,--,6,5,--,5
025172,牙醫學系璞玉組,2,均,前,前,--,前,--,6,5,--,5
025182,不分系招生璞玉組,8,均,前,前,--,前,--,6,5,--,5
026012,醫學系,70,頂,頂,頂,--,頂,3,3,8,--,8
026022,牙醫學系,32,前,頂,前,--,頂,10,5,8,--,3
026032,物理治療學系,17,--,均,--,--,均,10,3,--,--,6
026042,職能治療學系,20,--,均,--,--,均,10,3,--,--,6
026052,語言治療與聽力學系語言治療組,21,--,均,--,--,均,3,3,3,--,3
026062,語言治療與聽力學系聽力組,21,--,均,--,--,均,3,3,3,--,3
026072,生物醫學科學學系,42,--,--,--,--,均,--,--,--,--,3
026082,視光學系,34,--,後,--,--,均,--,5,--,--,3
026092,醫學影像暨放射科學系,42,--,--,--,--,均,--,5,5,--,3
026102,心理學系,28,--,後,--,--,--,10,3,8,--,--
026112,營養學系,35,--,後,--,--,後,--,3,--,--,5
026122,職業安全衛生學系,29,底,底,底,--,底,--,--,--,--,--
026132,醫學應用化學系,24,--,--,--,--,均,--,--,--,--,--
026142,健康餐飲暨產業管理學系,24,--,後,後,--,後,--,5,5,--,3
026152,護理學系,57,後,後,--,--,後,5,4,--,--,3
026162,醫學檢驗暨生物技術學系,43,--,均,--,--,均,--,3,--,--,3
026172,應用外國語言學系,29,--,均,--,--,--,5,3,--,--,--
026182,公共衛生學系,37,--,後,--,--,--,--,3,--,--,--
026192,醫學社會暨社會工作學系,48,--,--,--,均,--,3,8,--,3,--
026202,醫學資訊學系,20,--,後,後,--,--,--,5,3,--,--
026212,醫療產業科技管理學系,20,後,均,後,--,--,6,3,5,--,--
027012,中國文學系,16,前,均,--,前,--,3,11,--,8,--
027022,外國語文學系,26,均,前,--,均,--,8,3,--,8,--
027042,生物科學系,24,均,均,均,--,前,20,20,10,--,3
027052,化學系,19,均,均,均,--,前,--,--,10,--,3
027062,物理學系,23,均,均,均,--,均,--,3,3,--,3
027072,應用數學系,29,--,均,均,--,均,--,--,3,--,--
027082,電機工程學系,77,--,均,均,--,均,--,--,--,--,--
027092,機械與機電工程學系,68,--,均,前,--,前,--,5,3,--,4
027102,資訊工程學系,32,--,均,前,--,前,--,3,6,--,6
027112,光電工程學系,27,均,均,前,--,前,--,--,3,--,4
027122,材料與光電科學學系,29,--,均,前,--,前,--,5,3,--,3
027132,企業管理學系,38,均,均,均,--,--,5,8,3,--,--
027142,資訊管理學系,27,--,均,前,--,--,--,--,--,--,--
027152,財務管理學系,28,均,均,均,--,--,3,8,10,--,--
027162,海洋生物科技暨資源學系,19,--,均,均,--,均,--,3,3,--,3
027172,海洋環境及工程學系,25,均,均,前,--,前,--,4,3,--,3
027182,海洋科學系,15,均,均,均,--,均,--,4,3,--,3
027192,政治經濟學系,29,--,均,均,--,--,--,3,5,--,--
027202,社會學系,16,--,均,--,均,--,--,3,--,3,--
027212,人文暨科技跨領域學士學位學程,13,均,--,均,--,--,10,--,3,--,--
027222,西灣南星A組(文學院),2,均,均,--,均,--,5,5,--,5,--
027232,西灣南星B組(管理學院),5,均,均,均,--,--,5,5,5,--,--
027242,西灣南星C組(理學院),3,--,均,均,--,均,--,5,5,--,5
027252,西灣南星D組(工學院),7,--,均,均,--,均,--,5,5,--,5
027262,西灣南星E組(海科院),4,--,均,均,--,均,--,5,5,--,5
027272,西灣南星F組(社科院),1,均,均,--,均,--,5,5,--,5,--
027282,西灣南星G組(西灣學院),1,均,--,均,--,--,5,--,5,--,--
030012,醫學系,55,前,前,前,--,前,3,3,10,--,3
030022,醫學系(公費生),5,前,前,前,--,前,3,3,10,--,3
030032,中醫學系,29,頂,頂,頂,--,頂,8,6,6,--,3
030042,護理學系,40,均,均,均,--,均,4,5,4,--,3
030052,醫學生物技術暨檢驗學系,29,--,均,均,--,均,--,3,--,--,3
030062,醫學影像暨放射科學系,17,--,均,均,--,均,--,3,3,--,3
030072,物理治療學系,18,均,均,--,--,均,3,3,--,--,3
030082,職能治療學系,18,--,均,--,--,均,--,6,--,--,3
030092,生物醫學系,64,--,均,均,--,均,--,3,--,--,3
030102,呼吸治療學系,21,--,均,--,--,均,--,9,--,--,3
030112,電機工程學系,47,--,--,均,--,--,--,--,3,--,3
030122,機械工程學系,20,--,均,均,--,--,--,6,3,--,3
030132,化工與材料工程學系,23,--,均,均,--,均,8,6,6,--,3
030142,電子工程學系,39,--,--,--,--,均,--,3,4,--,5
030152,資訊工程學系,23,--,均,均,--,均,--,5,3,--,4
030162,人工智慧學士學位學程,15,--,均,均,--,均,--,5,3,--,4
030172,醫務管理學系,26,--,均,--,--,--,3,3,--,--,--
030182,工商管理學系,20,--,--,均,--,--,--,--,3,--,--
030192,工業設計學系,25,--,均,--,--,--,--,--,--,--,--
030202,資訊管理學系,61,--,--,均,--,--,5,4,3,--,--
030212,鯤鵬展翅組,16,後,--,--,--,--,2,--,--,--,--
031012,教育學系,24,均,--,--,均,均,2,--,5,--,--
031022,特殊教育學系,18,均,均,--,--,--,3,5,4,--,--
031032,幼兒教育學系,24,均,--,--,--,--,3,--,--,--,--
031042,體育學系非運動專長組,7,--,--,後,--,--,--,--,--,--,--
031052,語文教育學系,6,前,均,後,均,--,3,--,--,--,--
031062,區域與社會發展學系,15,--,--,--,均,--,--,--,--,--,--
031072,諮商與應用心理學系,25,均,均,均,--,--,4,3,6,--,--
031082,台灣語文學系,14,均,均,--,均,--,3,4,--,10,--
031092,英語學系,16,均,前,底,均,--,--,3,--,--,--
031102,英語學系(公費生),1,前,頂,均,--,--,--,12,--,--,--
031112,數學教育學系,11,--,--,均,--,--,--,--,3,--,--
031122,科學教育與應用學系,23,--,--,均,--,均,--,--,--,--,--
031132,科學教育與應用學系(青年儲蓄帳戶組),2,--,--,均,--,均,--,--,--,--,--
031142,資訊工程學系,29,--,--,均,--,--,--,--,--,--,--
031152,數位內容科技學系,28,均,均,均,--,均,--,--,--,--,--
031162,國際企業學系,16,均,均,--,--,--,--,10,6,--,--
031172,文化創意產業設計與營運學系,12,--,均,--,--,--,--,10,--,--,--
032012,教育學系,20,前,均,均,均,--,3,--,3,--,--
032022,教育經營與管理學系,20,均,前,均,--,--,3,3,3,--,--
032032,教育經營與管理學系(芝山組),2,均,均,均,--,--,5,5,5,--,--
032042,幼兒與家庭教育學系,18,前,均,均,均,--,5,3,--,--,--
032052,特殊教育學系,21,均,均,均,均,--,5,4,3,--,--
032062,心理與諮商學系,8,均,均,均,--,--,5,4,3,--,--
032072,心理與諮商學系(芝山組),4,均,均,後,--,--,5,4,3,--,--
032082,社會與區域發展學系,25,均,均,均,均,--,--,--,--,3,--
032092,兒童英語教育學系,10,前,頂,均,--,--,--,4,--,--,--
032102,語文與創作學系語文師資組,16,前,均,均,均,--,3,5,--,--,--
032112,語文與創作學系文學創作組,18,前,均,--,均,--,3,5,--,--,--
032122,文化創意產業經營學系,21,均,均,均,均,--,--,--,--,--,--
032132,數學暨資訊教育學系數學組,14,--,均,均,--,--,4,5,3,--,--
032142,數學暨資訊教育學系資訊組,12,--,均,均,--,--,5,5,3,--,--
032162,自然科學教育學系,23,均,均,均,--,均,--,--,3,--,10
032172,自然科學教育學系(芝山組),3,--,--,均,--,均,--,--,--,--,--
032182,資訊科學系,26,均,均,均,--,均,--,--,3,--,5
032192,數位科技設計學系,21,均,均,均,--,--,--,4,3,--,--
032202,藝術與造形設計學系設計組,22,均,均,均,--,--,--,--,--,--,--
032212,幼兒與家庭教育學系(芝山組),2,前,均,均,均,--,5,3,--,--,--
032222,數學暨資訊教育學系數學組(公費生),1,前,前,頂,--,--,4,5,3,--,--
032232,兒童英語教育學系(公費生),2,前,頂,均,--,--,--,4,--,--,--
033012,教育學系,35,均,均,均,--,--,4,5,4,--,--
033022,特殊教育學系,13,均,均,均,--,--,3,3,3,--,--
033032,幼兒教育學系,18,均,後,--,後,後,3,--,--,--,--
033042,諮商與輔導學系,20,均,均,均,均,--,3,3,4,3,--
033052,國語文學系,30,均,均,--,--,--,3,4,--,--,--
033062,英語學系,12,均,前,--,--,--,--,4,--,--,--
033072,行政管理學系,17,均,均,--,--,--,--,--,--,--,--
033082,文化與自然資源學系,18,均,均,--,均,--,--,--,--,--,--
033092,經營與管理學系,15,--,均,均,--,--,--,6,6,--,--
033102,數位學習科技學系,27,--,均,均,--,--,--,3,5,--,--
033112,資訊工程學系,20,--,均,均,--,--,6,6,3,--,--
033122,電機工程學系,22,--,--,均,--,--,--,3,3,--,3
033132,材料科學系,20,--,均,均,--,均,--,--,--,--,--
033142,綠色能源科技學系,22,--,--,均,--,--,7,5,3,--,--
033152,生物科技學系,10,--,--,--,--,底,7,--,--,--,3.5
033162,生態暨環境資源學系,17,--,--,--,--,底,--,--,--,--,--
033182,應用數學系,18,--,--,均,--,--,--,--,3,--,--
033192,教育學系(公費生甲組),1,前,前,前,前,--,5,7,7,10,--
033202,教育學系(公費生乙組),1,前,前,前,--,頂,7,10,7,--,5
034012,應用數學系數學科學組,19,--,--,均,--,--,--,--,3,--,--
034022,應用數學系統計科學組,19,--,--,均,--,--,--,--,3,--,--
034032,物理學系物理組,20,--,--,--,--,均,--,8,6,--,3
034042,物理學系奈米與光電科學組,9,--,--,--,--,均,--,8,7,--,5
034052,化學系,25,--,--,--,--,均,6,6,4,--,3
034062,生命科學系,23,--,均,--,--,--,--,3,3,--,3
034072,資訊工程學系資工組,20,--,--,均,--,--,--,--,3,--,--
034082,資訊工程學系國際組,7,--,均,均,--,--,--,3,5,--,--
034092,電機工程學系,26,--,--,均,--,均,--,--,3,--,3
034102,材料科學與工程學系,25,--,--,--,--,均,--,--,--,--,--
034112,光電工程學系,23,--,--,--,--,均,--,--,--,--,3
034122,企業管理學系,22,--,均,均,--,--,--,5,3,--,--
034132,會計學系,25,--,均,均,--,--,5,3,4,--,--
