University,DEPARTMENT,CAR1,CAR2,CAR3
國立政治大學,教育學系,中等學校教師,國小學校教師,行政人員
國立政治大學,國文學系,文編／校對／文字工作者,中等學校教師,行政人員
國立政治大學,英國語文學系,國外業務人員,國內業務人員,行銷企劃人員
國立政治大學,日本語文學系,國外業務人員,業務助理,國內業務人員
國立政治大學,阿拉伯語文學系,國外業務人員,業務助理,國內業務人員
國立政治大學,韓國語文學系,其他翻譯／口譯人員,行銷企劃人員,國外業務人員
國立政治大學,土耳其語文學系,國外業務人員,行政人員,行銷企劃人員
國立政治大學,歐洲語文學系,國外業務人員,行銷企劃人員,業務助理
國立政治大學,斯拉夫語文學系,國外業務人員,業務助理,行政助理
國立政治大學,史學系,文編／校對／文字工作者,中等學校教師,行政人員
國立政治大學,哲學系,門市／店員／專櫃人員,行政人員,行政助理
國立政治大學,經濟學系,國外業務人員,行銷企劃人員,國內業務人員
國立政治大學,政治學系,行銷企劃人員,行政人員,國內業務人員
國立政治大學,社會學系,行政人員,活動企劃人員,行銷企劃人員
國立政治大學,民族學系,行政人員,行銷企劃人員,行政助理
國立政治大學,心理學系,人力資源人員,行政人員,研究助理
國立政治大學,公共行政學系,行銷企劃人員,行政助理,行政人員
國立政治大學,地政學系,都市／交通規劃人員,行政人員,不動產產權審核／估價師
國立政治大學,外交學系,國外業務人員,行銷企劃人員,行政人員
國立政治大學,傳播學系,行銷企劃人員,網站行銷企劃,國外業務人員
國立政治大學,新聞學系,記者／採編,文編／校對／文字工作者,行銷企劃人員
國立政治大學,廣播電視學系,行銷企劃人員,影片製作技術人員,節目製作人員
國立政治大學,廣告學系,行銷企劃人員,廣告文案／企劃,活動企劃人員
國立政治大學,會計與資訊科技學系,查帳／審計人員,記帳／出納／一般會計,財務分析／財務人員
國立政治大學,企業管理學系,行銷企劃人員,飯店工作人員,國外業務人員
國立政治大學,國際經營與貿易學系,國外業務人員,行銷企劃人員,國內業務人員
國立政治大學,財務管理學系,財務分析／財務人員,查帳／審計人員,銀行辦事員
國立政治大學,金融學系,銀行辦事員,金融研究員,融資／信用業務人員
國立政治大學,風險管理學系,核保／保險內勤人員,理賠人員,統計精算人員
國立政治大學,財政學系,查帳／審計人員,稅務人員,記帳／出納／一般會計
國立政治大學,法律學系,法務人員,律師,法務助理
國立政治大學,應用數學系,軟體設計工程師,國內業務人員,金融研究員
國立政治大學,統計科學學系,統計精算人員,市場調查／市場分析,研究助理
國立政治大學,資訊管理學系,軟體設計工程師,Internet程式設計師,其他資訊專業人員
國立政治大學,資訊科學學系,軟體設計工程師,Internet程式設計師,其他資訊專業人員
私立世新大學,國文學系,行政人員,門市／店員／專櫃人員,文編／校對／文字工作者
私立世新大學,英語學系,業務助理,門市／店員／專櫃人員,行政人員
私立世新大學,日本語文學系,業務助理,門市／店員／專櫃人員,飯店工作人員
私立世新大學,數位媒體設計學系,平面設計／美編人員,多媒體動畫設計師,美術設計
私立世新大學,經濟學系,國內業務人員,銀行辦事員,行政人員
私立世新大學,社會心理學系,門市／店員／專櫃人員,行政人員,行政助理
私立世新大學,行政管理學系,門市／店員／專櫃人員,行政人員,行政助理
私立世新大學,資訊傳播工程學系,行銷企劃人員,網站行銷企劃,國內業務人員
私立世新大學,口語傳播學系,行銷企劃人員,門市／店員／專櫃人員,行政人員
私立世新大學,新聞學系,記者／採編,行銷企劃人員,文編／校對／文字工作者
私立世新大學,廣播電視學系,影片製作技術人員,節目製作人員,門市／店員／專櫃人員
私立世新大學,公共關係暨廣告學系,行銷企劃人員,門市／店員／專櫃人員,活動企劃人員
私立世新大學,圖文傳播暨數位出版學系,平面設計／美編人員,門市／店員／專櫃人員,行銷企劃人員
私立世新大學,企業管理學系,國內業務人員,門市／店員／專櫃人員,行政人員
私立世新大學,財務金融學系,銀行辦事員,門市／店員／專櫃人員,行政人員
私立世新大學,傳播管理學系,行銷企劃人員,門市／店員／專櫃人員,活動企劃人員
私立世新大學,法律學系,法務人員,法務助理,行政人員
私立世新大學,資訊管理學系,軟體設計工程師,門市／店員／專櫃人員,國內業務人員
私立世新大學,觀光與休閒管理學系,餐飲服務生,飯店工作人員,OP／旅行社人員
私立銘傳大學,華語教學學系,門市／店員／專櫃人員,行政人員,安親班老師
私立銘傳大學,應用中文學系,門市／店員／專櫃人員,行政人員,行政助理
私立銘傳大學,應用英語學系,業務助理,國外業務人員,行政人員
私立銘傳大學,應用日語學系,業務助理,門市／店員／專櫃人員,飯店工作人員
私立銘傳大學,數位媒體設計學系,平面設計／美編人員,多媒體動畫設計師,美術設計
私立銘傳大學,商業設計學系,平面設計／美編人員,商業設計,門市／店員／專櫃人員
私立銘傳大學,商品設計學系,工業設計,平面設計／美編人員,設計助理
私立銘傳大學,諮商與工商心理學系,門市／店員／專櫃人員,行政人員,行政助理
私立銘傳大學,公共事務學系,行政人員,門市／店員／專櫃人員,行政助理
私立銘傳大學,國際事務與外交學位學程,行政人員,飯店工作人員,業務助理
私立銘傳大學,資訊傳播工程學系,門市／店員／專櫃人員,行政人員,軟體設計工程師
私立銘傳大學,新聞學系,記者／採編,行銷企劃人員,門市／店員／專櫃人員
私立銘傳大學,新聞與大眾傳播學位學程,行銷企劃人員,網站行銷企劃,文編／校對／文字工作者
私立銘傳大學,廣播電視學系,節目製作人員,行銷企劃人員,影片製作技術人員
私立銘傳大學,新媒體暨傳播管理學系,門市／店員／專櫃人員,行銷企劃人員,平面設計／美編人員
私立銘傳大學,廣告暨策略行銷學系,行銷企劃人員,活動企劃人員,行政人員
私立銘傳大學,會計與資訊科技學系,查帳／審計人員,記帳／出納／一般會計,財務會計助理
私立銘傳大學,企業管理學系,業務助理,國內業務人員,行政人員
私立銘傳大學,國際企業學系,業務助理,國內業務人員,國外業務人員
私立銘傳大學,國際企業與貿易系,國外業務人員,行銷企劃人員,業務助理
私立銘傳大學,財務金融學系,銀行辦事員,記帳／出納／一般會計,行政人員
私立銘傳大學,經濟與金融學系,業務助理,銀行辦事員,門市／店員／專櫃人員
私立銘傳大學,風險管理學系,保險業務／經紀人,核保／保險內勤人員,銀行辦事員
私立銘傳大學,醫療資訊管理學系,醫院行政管理人員,行政人員,門市／店員／專櫃人員
私立銘傳大學,安全管理學系,門市／店員／專櫃人員,行政人員,行政助理
私立銘傳大學,時尚創意管理學位學程,NULL,NULL,NULL
私立銘傳大學,法律學系,法務人員,法務助理,行政人員
私立銘傳大學,財金法律系,法務助理,法務人員,行政人員
私立銘傳大學,生物科技學系,研究助理,門市／店員／專櫃人員,品管／檢驗人員
私立銘傳大學,應用統計與資料科學學系,門市／店員／專櫃人員,行政人員,記帳／出納／一般會計
私立銘傳大學,資訊管理學系,軟體設計工程師,門市／店員／專櫃人員,Internet程式設計師
私立銘傳大學,資訊科技應用學系,業務助理,軟體設計工程師,資訊助理人員
私立銘傳大學,電子學系,助理工程師,電子工程師,EMC／電子安規工程師
私立銘傳大學,資訊工程學系,軟體設計工程師,Internet程式設計師,門市／店員／專櫃人員
私立銘傳大學,電腦通訊學系,軟體設計工程師,門市／店員／專櫃人員,其他資訊專業人員
私立銘傳大學,生物醫學工程學系,門市／店員／專櫃人員,其他醫療從業人員,行政助理
私立銘傳大學,建築學系,建築設計／繪圖人員,室內設計／裝潢人員,設計助理
私立銘傳大學,都市規劃與防災學系,都市／交通規劃人員,行政人員,行政助理
私立銘傳大學,餐旅行銷管理學系,飯店工作人員,餐飲服務生,門市／店員／專櫃人員
私立銘傳大學,觀光事業學系,OP／旅行社人員,飯店工作人員,門市／店員／專櫃人員
私立銘傳大學,休閒遊憩規劃與管理學系,門市／店員／專櫃人員,飯店工作人員,餐飲服務生
私立銘傳大學,旅遊與觀光學位學程,飯店工作人員,地勤人員,國內業務人員
私立實踐大學,音樂學系,音樂老師,行政人員,門市／店員／專櫃人員
私立實踐大學,應用中文學系,門市／店員／專櫃人員,行政人員,安親班老師
私立實踐大學,應用外語系,行政人員,業務助理,國外業務人員
私立實踐大學,應用英語學系,門市／店員／專櫃人員,語文補習班老師,行政人員
私立實踐大學,應用日文學系,門市／店員／專櫃人員,飯店工作人員,業務助理
私立實踐大學,時尚設計學系,門市／店員／專櫃人員,平面設計／美編人員,設計助理
私立實踐大學,媒體傳達設計學系,平面設計／美編人員,美術設計,多媒體動畫設計師
私立實踐大學,工業設計學系,工業設計,平面設計／美編人員,商業設計
私立實踐大學,會計與資訊科技學系,記帳／出納／一般會計,查帳／審計人員,財務會計助理
私立實踐大學,會計暨稅務學系,記帳／出納／一般會計,查帳／審計人員,門市／店員／專櫃人員
私立實踐大學,企業管理學系,門市／店員／專櫃人員,行政人員,業務助理
私立實踐大學,國際企業學系,行政人員,門市／店員／專櫃人員,業務助理
私立實踐大學,國際貿易暨商務學系,國內業務人員,業務助理,門市／店員／專櫃人員
私立實踐大學,國際經營與貿易學系,業務助理,行政人員,國貿人員
私立實踐大學,財務金融學系,銀行辦事員,行政人員,記帳／出納／一般會計
私立實踐大學,金融管理學系,銀行辦事員,門市／店員／專櫃人員,保險業務／經紀人
私立實踐大學,風險管理學系,保險業務／經紀人,核保／保險內勤人員,行政人員
私立實踐大學,行銷學系,門市／店員／專櫃人員,行政人員,行銷企劃人員
私立實踐大學,資訊科技與管理系,軟體設計工程師,行政人員,餐飲服務生
私立實踐大學,資訊管理學系,門市／店員／專櫃人員,軟體設計工程師,行政人員
私立實踐大學,資訊模擬與設計學系,平面設計／美編人員,門市／店員／專櫃人員,多媒體動畫設計師
私立實踐大學,資訊科技與通訊學系,門市／店員／專櫃人員,軟體設計工程師,國內業務人員
私立實踐大學,建築設計學系,建築設計／繪圖人員,室內設計／裝潢人員,設計助理
私立實踐大學,食品營養與保健生技學系,門市／店員／專櫃人員,營養師,行政人員
私立實踐大學,社會工作學系,社工人員,行政人員,門市／店員／專櫃人員
私立實踐大學,家庭研究與兒童發展學系,幼教班老師,教保員,行政人員
私立實踐大學,餐飲管理學系,餐飲服務生,門市／店員／專櫃人員,行政人員
私立實踐大學,觀光與休閒管理學系,餐飲服務生,飯店工作人員,門市／店員／專櫃人員
私立實踐大學,休閒產業管理學系,門市／店員／專櫃人員,餐飲服務生,飯店工作人員
私立實踐大學,服裝設計學系,服裝／皮包／鞋類設計,設計助理,門市／店員／專櫃人員
私立實踐大學,服飾設計與經營學系,門市／店員／專櫃人員,服裝／皮包／鞋類設計,設計助理
私立大同大學,應用外語系,業務助理,行政人員,飯店工作人員
私立大同大學,數位媒體設計學系,平面設計／美編人員,網頁設計師,美術設計
私立大同大學,工業設計學系,工業設計,平面設計／美編人員,設計助理
私立大同大學,資訊經營學系,軟體設計工程師,資訊助理人員,其他資訊專業人員
私立大同大學,事業經營學系,國內業務人員,行政人員,業務助理
私立大同大學,應用數學系,行政人員,國內業務人員,軟體設計工程師
私立大同大學,電機工程學系,硬體研發工程師,軟體設計工程師,電子工程師
私立大同大學,資訊工程學系,軟體設計工程師,韌體設計工程師,門市／店員／專櫃人員
私立大同大學,機械工程學系,機構工程師,研究助理,機械工程師
私立大同大學,化學工程學系,生產技術／製程工程師,國內業務人員,實驗化驗人員
私立大同大學,材料工程學系,助理工程師,國內業務人員,生產技術／製程工程師
私立大同大學,生物工程學系,研究助理,生物科技研發人員,行政人員
私立臺北醫學大學,醫務管理學系,醫院行政管理人員,行政人員,行銷企劃人員
私立臺北醫學大學,醫學系,醫師,麻醉醫師,數位IC設計工程師
私立臺北醫學大學,公共衛生學系,研究助理,行政人員,行政助理
私立臺北醫學大學,藥學系,藥師,醫藥業務代表,其他醫療從業人員
私立臺北醫學大學,保健營養學系,營養師,研究助理,門市／店員／專櫃人員
私立臺北醫學大學,護理學系,護理師及護士,研究助理,專科護理師
私立臺北醫學大學,呼吸治療學系,呼吸治療師,護理師及護士,研究助理
私立臺北醫學大學,學士後護理學系,護理師及護士,業務助理,NULL
私立臺北醫學大學,醫學檢驗生物技術學系,醫事檢驗師,研究助理,護理師及護士
私立臺北醫學大學,牙醫學系,牙醫師,醫師,NULL
私立臺北醫學大學,牙體技術系,其他醫療人員,牙體技術師,醫事檢驗師
私立臺北醫學大學,口腔衛生學系,牙醫助理,護理師及護士,其他醫療人員
私立臺北醫學大學,高齡健康管理學系,護理師及護士,其他醫療從業人員,研究助理
臺北市立大學,教育學系,國小學校教師,安親班老師,行政人員
臺北市立大學,英語教學系,國小學校教師,門市／店員／專櫃人員,飯店工作人員
臺北市立大學,體育學系,運動教練,門市／店員／專櫃人員,國內業務人員
臺北市立大學,幼兒教育學系,幼教班老師,門市／店員／專櫃人員,行政人員
臺北市立大學,特殊教育學系,特殊教育教師,門市／店員／專櫃人員,業務助理
臺北市立大學,學習與媒材設計學系,平面設計／美編人員,網頁設計師,影片製作技術人員
臺北市立大學,音樂學系,國小學校教師,音樂老師,門市／店員／專櫃人員
臺北市立大學,舞蹈學系,門市／店員／專櫃人員,舞蹈指導與舞蹈家,行政人員
臺北市立大學,視覺藝術學系,平面設計／美編人員,美術設計,門市／店員／專櫃人員
臺北市立大學,國文學系,門市／店員／專櫃人員,文編／校對／文字工作者,行政人員
臺北市立大學,歷史與地理學系,門市／店員／專櫃人員,國小學校教師,行政助理
臺北市立大學,心理與諮商學系,門市／店員／專櫃人員,行政人員,人力資源人員
臺北市立大學,社會暨公共事務學系,門市／店員／專櫃人員,行政人員,行政助理
臺北市立大學,都會產業經營與行銷學系,NULL,NULL,NULL
臺北市立大學,應用物理暨化學系,門市／店員／專櫃人員,活動企劃人員,研究助理
臺北市立大學,地球環境暨生物資源學系,行銷企劃人員,門市／店員／專櫃人員,飯店工作人員
臺北市立大學,數學系,補習班導師／管理人員,其他資訊專業人員,數理補習班老師
臺北市立大學,資訊科學學系,軟體設計工程師,Internet程式設計師,門市／店員／專櫃人員
臺北市立大學,衛生福利研究所,其他醫療從業人員,語文補習班老師,NULL
臺北市立大學,球類運動學系,運動教練,門市／店員／專櫃人員,餐飲服務生
臺北市立大學,陸上運動學系,運動教練,救生員,餐飲服務生
臺北市立大學,水上運動學系,運動教練,門市／店員／專櫃人員,救生員
臺北市立大學,技擊運動學系,運動教練,餐飲服務生,門市／店員／專櫃人員
臺北市立大學,運動健康科學系,運動教練,門市／店員／專櫃人員,調酒師／吧台人員
臺北市立大學,休閒運動與管理學系,運動教練,門市／店員／專櫃人員,行政人員
臺北市立大學,運動藝術學系,門市／店員／專櫃人員,活動企劃人員,行政人員
國立臺北大學,國文學系,行政人員,文編／校對／文字工作者,行銷企劃人員
國立臺北大學,應用外語系,國外業務人員,語文補習班老師,業務助理
國立臺北大學,史學系,行政助理,行政人員,研究助理
國立臺北大學,經濟學系,銀行辦事員,業務助理,國內業務人員
國立臺北大學,社會學系,門市／店員／專櫃人員,行政人員,行銷企劃人員
國立臺北大學,公共行政與政策學系,行政人員,行政助理,行銷企劃人員
國立臺北大學,會計與資訊科技學系,查帳／審計人員,記帳／出納／一般會計,財務會計助理
國立臺北大學,企業管理學系,國內業務人員,業務助理,行政人員
國立臺北大學,金融與合作經營學系,銀行辦事員,行政人員,業務助理
國立臺北大學,財政學系,查帳／審計人員,記帳／出納／一般會計,銀行辦事員
國立臺北大學,不動產與城鄉環境學系,行政人員,都市／交通規劃人員,不動產產權審核／估價師
國立臺北大學,法律學系,法務人員,法務助理,行政人員
國立臺北大學,統計科學學系,行政人員,銀行辦事員,記帳／出納／一般會計
國立臺北大學,電機工程學系,軟體設計工程師,助理工程師,助教
國立臺北大學,資訊工程學系,軟體設計工程師,資訊助理人員,行政人員
國立臺北大學,通訊學系,生管,資訊助理人員,通訊軟體工程師
國立臺北大學,社會工作學系,社工人員,行政人員,行政助理
國立臺北大學,休閒運動與管理學系,飯店工作人員,行銷企劃人員,門市／店員／專櫃人員
國立臺灣藝術大學,美術學系,平面設計／美編人員,美術設計,美術老師
國立臺灣藝術大學,書畫藝術學系,平面設計／美編人員,美術老師,行政人員
國立臺灣藝術大學,雕塑學系,美術設計,美術老師,行政人員
國立臺灣藝術大學,工藝設計學系,平面設計／美編人員,美術設計,門市／店員／專櫃人員
國立臺灣藝術大學,音樂學系,音樂老師,行政人員,門市／店員／專櫃人員
國立臺灣藝術大學,中國音樂學系,音樂老師,行政人員,餐飲服務生
國立臺灣藝術大學,戲劇學系,門市／店員／專櫃人員,行政人員,餐飲服務生
國立臺灣藝術大學,舞蹈學系,其他才藝類老師,舞蹈指導與舞蹈家,門市／店員／專櫃人員
國立臺灣藝術大學,電影學系,影片製作技術人員,門市／店員／專櫃人員,節目製作人員
國立臺灣藝術大學,古蹟藝術修護學系,門市／店員／專櫃人員,行政人員,平面設計／美編人員
國立臺灣藝術大學,多媒體動畫藝術學系,多媒體動畫設計師,平面設計／美編人員,美術設計
國立臺灣藝術大學,視覺設計學系,平面設計／美編人員,美術設計,商業設計
國立臺灣藝術大學,廣播電視學系,節目製作人員,門市／店員／專櫃人員,影片製作技術人員
國立臺灣藝術大學,圖文傳播學系,平面設計／美編人員,行銷企劃人員,門市／店員／專櫃人員
私立輔仁大學,體育學系,運動教練,門市／店員／專櫃人員,國內業務人員
私立輔仁大學,美術學系,平面設計／美編人員,室內設計／裝潢人員,設計助理
私立輔仁大學,音樂學系,行銷企劃人員,行政人員,調酒師／吧台人員
私立輔仁大學,國文學系,行政人員,行政助理,門市／店員／專櫃人員
私立輔仁大學,英國語文學系,國外業務人員,業務助理,行政人員
私立輔仁大學,法國語文學系,國外業務人員,業務助理,行政人員
私立輔仁大學,德語語文學系,行政人員,業務助理,國外業務人員
私立輔仁大學,西班牙語文學系,國外業務人員,業務助理,門市／店員／專櫃人員
私立輔仁大學,日本語文學系,業務助理,門市／店員／專櫃人員,國外業務人員
私立輔仁大學,義大利語文學系,國外業務人員,門市／店員／專櫃人員,業務助理
私立輔仁大學,宗教學系,門市／店員／專櫃人員,行政人員,國內業務人員
私立輔仁大學,天主教研修學位學程,文編／校對／文字工作者,餐飲服務生,其他醫療從業人員
私立輔仁大學,史學系,行政人員,門市／店員／專櫃人員,行政助理
私立輔仁大學,哲學系,門市／店員／專櫃人員,行政人員,國內業務人員
私立輔仁大學,經濟學系,國內業務人員,行政人員,銀行辦事員
私立輔仁大學,社會學系,行政人員,門市／店員／專櫃人員,業務助理
私立輔仁大學,心理學系,人力資源人員,行政人員,門市／店員／專櫃人員
私立輔仁大學,臨床心理學系,研究助理,社工人員,國內業務人員
私立輔仁大學,新聞傳播學系,記者／採編,行銷企劃人員,文編／校對／文字工作者
私立輔仁大學,影像傳播學系,行銷企劃人員,影片製作技術人員,節目製作人員
私立輔仁大學,圖書資訊學系,圖書資料管理人員,行政人員,門市／店員／專櫃人員
私立輔仁大學,廣告傳播學系,行銷企劃人員,廣告文案／企劃,網站行銷企劃
私立輔仁大學,會計與資訊科技學系,查帳／審計人員,記帳／出納／一般會計,財務會計助理
私立輔仁大學,企業管理學系,國內業務人員,業務助理,行銷企劃人員
私立輔仁大學,金融與國際企業學系,業務助理,國外業務人員,國內業務人員
私立輔仁大學,法律學系,法務人員,法務助理,行政人員
私立輔仁大學,學士後法律學系,法務人員,其他法律專業人員,法務助理
私立輔仁大學,財經法律學系,法務人員,法務助理,行政人員
私立輔仁大學,生命科學系,研究助理,生物科技研發人員,國內業務人員
私立輔仁大學,化學系,實驗化驗人員,國內業務人員,品管／檢驗人員
私立輔仁大學,物理學系,研究助理,國內業務人員,生產技術／製程工程師
私立輔仁大學,數學系,門市／店員／專櫃人員,國內業務人員,數理補習班老師
私立輔仁大學,統計科學學系,行政人員,國內業務人員,銀行辦事員
私立輔仁大學,資訊管理學系,軟體設計工程師,Internet程式設計師,其他資訊專業人員
私立輔仁大學,電機工程學系,軟體設計工程師,助理工程師,生產技術／製程工程師
私立輔仁大學,資訊工程學系,軟體設計工程師,Internet程式設計師,資訊助理人員
私立輔仁大學,景觀設計學系,景觀設計師,室內設計／裝潢人員,設計助理
私立輔仁大學,食品科學系,品管／檢驗人員,食品研發人員,ISO／品保人員
私立輔仁大學,醫學系,醫師,電話客服類人員,國外業務人員
私立輔仁大學,公共衛生學系,研究助理,行政人員,其他醫療從業人員
私立輔仁大學,職能治療學系,職能治療師,研究助理,治療師
私立輔仁大學,營養學系,營養師,門市／店員／專櫃人員,研究助理
私立輔仁大學,護理學系,護理師及護士,其他醫療從業人員,門市／店員／專櫃人員
私立輔仁大學,呼吸治療學系,呼吸治療師,門市／店員／專櫃人員,補習班導師／管理人員
私立輔仁大學,社會工作學系,社工人員,行政人員,門市／店員／專櫃人員
私立輔仁大學,兒童與家庭學系,幼教班老師,教保員,行政人員
私立輔仁大學,餐旅行銷管理學系,飯店工作人員,餐飲服務生,門市／店員／專櫃人員
私立輔仁大學,織品服裝學系,服裝／皮包／鞋類設計,業務助理,設計助理
私立淡江大學,教育科技學系,教育訓練人員,行政人員,門市／店員／專櫃人員
私立淡江大學,國文學系,行政人員,門市／店員／專櫃人員,文編／校對／文字工作者
私立淡江大學,英文學系,國外業務人員,業務助理,語文補習班老師
私立淡江大學,法國語文學系,業務助理,門市／店員／專櫃人員,國外業務人員
私立淡江大學,德國語文學系,業務助理,國外業務人員,門市／店員／專櫃人員
私立淡江大學,西班牙語文學系,國外業務人員,業務助理,門市／店員／專櫃人員
私立淡江大學,日本語文學系,業務助理,門市／店員／專櫃人員,行政人員
私立淡江大學,俄國語文學系,國外業務人員,業務助理,門市／店員／專櫃人員
私立淡江大學,英美語言文化學系,業務助理,語文補習班老師,行政人員
私立淡江大學,史學系,門市／店員／專櫃人員,行政人員,國內業務人員
私立淡江大學,經濟學系,銀行辦事員,行政人員,業務助理
私立淡江大學,產業經濟學系,國內業務人員,行政人員,業務助理
私立淡江大學,全球政治經濟學系,國外業務人員,國內業務人員,飯店工作人員
私立淡江大學,公共行政學系,行政人員,行政助理,業務助理
私立淡江大學,外交與國際關係學系,國外業務人員,NULL,NULL
私立淡江大學,大眾傳播學系,行銷企劃人員,記者／採編,影片製作技術人員
私立淡江大學,資訊傳播工程學系,行銷企劃人員,平面設計／美編人員,活動企劃人員
私立淡江大學,圖書館學系,圖書資料管理人員,行政人員,門市／店員／專櫃人員
私立淡江大學,會計與資訊科技學系,查帳／審計人員,記帳／出納／一般會計,財務會計助理
私立淡江大學,企業管理學系,業務助理,國內業務人員,行政人員
私立淡江大學,管理學系,國內業務人員,行政人員,行銷企劃人員
私立淡江大學,國際企業學系,業務助理,國外業務人員,國內業務人員
私立淡江大學,財務金融學系,銀行辦事員,記帳／出納／一般會計,行政人員
私立淡江大學,保險學系,保險業務／經紀人,核保／保險內勤人員,銀行辦事員
私立淡江大學,化學系,實驗化驗人員,品管／檢驗人員,化工化學工程師
私立淡江大學,物理學系,生產技術／製程工程師,國內業務人員,助理工程師
私立淡江大學,數學系,門市／店員／專櫃人員,補習班導師／管理人員,國內業務人員
私立淡江大學,統計科學學系,行政人員,銀行辦事員,門市／店員／專櫃人員
私立淡江大學,資訊管理學系,軟體設計工程師,其他資訊專業人員,資訊助理人員
