University,DEPARTMENT,CAR1,CAR2,CAR3
私立淡江大學,資訊創新與科技學系,軟體設計工程師,其他資訊專業人員,資訊助理人員
私立淡江大學,電機工程學系,硬體研發工程師,軟體設計工程師,國內業務人員
私立淡江大學,資訊工程學系,軟體設計工程師,Internet程式設計師,其他資訊專業人員
私立淡江大學,航空太空工程學系,飛機裝修工,機構工程師,熱傳工程師
私立淡江大學,機電工程學系,機構工程師,半導體設備工程師,國內業務人員
私立淡江大學,土木工程學系,工地監工／主任,營造工程師,工務人員／助理
私立淡江大學,化工與材料工程學系,生產技術／製程工程師,化工化學工程師,國內業務人員
私立淡江大學,水資源及環境工程學系,環境工程人員 / 工程師,國內業務人員,行政人員
私立淡江大學,建築學系,建築設計／繪圖人員,室內設計／裝潢人員,設計助理
私立淡江大學,國際觀光學系,飯店工作人員,餐飲服務生,OP／旅行社人員
私立淡江大學,運輸管理學系,運輸交通專業人員,國內業務人員,行政人員
國立臺灣大學,戲劇學系,行政人員,行銷企劃人員,燈光／音響師
國立臺灣大學,國文學系,文編／校對／文字工作者,行政人員,行銷企劃人員
國立臺灣大學,外國語文學系,國外業務人員,行政人員,行銷企劃人員
國立臺灣大學,日本語文學系,行銷企劃人員,國外業務人員,國內業務人員
國立臺灣大學,史學系,行政人員,文編／校對／文字工作者,行銷企劃人員
國立臺灣大學,人類學系,研究助理,行政人員,行政助理
國立臺灣大學,哲學系,行政人員,國內業務人員,行銷企劃人員
國立臺灣大學,經濟學系,金融研究員,行銷企劃人員,研究助理
國立臺灣大學,政治學系,行銷企劃人員,行政人員,國內業務人員
國立臺灣大學,社會學系,行政人員,行銷企劃人員,研究助理
國立臺灣大學,心理學系,人力資源人員,研究助理,行銷企劃人員
國立臺灣大學,地理環境資源學系,行政人員,研究助理,行銷企劃人員
國立臺灣大學,圖書資訊學系,圖書資料管理人員,其他專案管理師,行銷企劃人員
國立臺灣大學,會計與資訊科技學系,查帳／審計人員,財務分析／財務人員,記帳／出納／一般會計
國立臺灣大學,工商管理學系,行銷企劃人員,其他專案管理師,國內業務人員
國立臺灣大學,國際企業學系,行銷企劃人員,市場調查／市場分析,國外業務人員
國立臺灣大學,財務金融學系,金融研究員,財務分析／財務人員,銀行辦事員
國立臺灣大學,法律學系,法務人員,律師,其他法律專業人員
國立臺灣大學,生命科學系,研究助理,生物學專業與研究,醫藥研發人員
國立臺灣大學,昆蟲學系,研究助理,行政助理,產品企劃開發人員
國立臺灣大學,生化科技學系,生物科技研發人員,研究助理,國外業務人員
國立臺灣大學,化學系,研究助理,化學相關研究員,國內業務人員
國立臺灣大學,地質學系,研究助理,地質與地球科學研究員,國內業務人員
國立臺灣大學,物理學系,研究助理,物理相關研究員,演算法開發工程師
國立臺灣大學,大氣科學系,行政人員,研究助理,安親班老師
國立臺灣大學,數學系,統計精算人員,軟體設計工程師,數理補習班老師
國立臺灣大學,資訊管理學系,軟體設計工程師,其他資訊專業人員,顧問人員
國立臺灣大學,電機工程學系,軟體設計工程師,研究助理,硬體研發工程師
國立臺灣大學,資訊工程學系,軟體設計工程師,研究助理,其他資訊專業人員
國立臺灣大學,機械工程學系,機構工程師,機械工程師,生產技術／製程工程師
國立臺灣大學,生物機電工程學系,軟體設計工程師,研究助理,國內業務人員
國立臺灣大學,土木工程學系,土木技師／土木工程師,工地監工／主任,結構技師／結構工程師
國立臺灣大學,生物環境工程學系,研究助理,產品行銷人員,行政人員
國立臺灣大學,化學工程學系,化工化學工程師,研究助理,生產技術／製程工程師
國立臺灣大學,材料科學學系,生產技術／製程工程師,研究助理,半導體製程工程師
國立臺灣大學,工程科學學系,軟體設計工程師,助教,志願役軍官／士官／士兵
國立臺灣大學,農藝學系,農藝作物栽培工作者,研究助理,農藝／畜產研究人員
國立臺灣大學,動物科學學系,一般動物飼育工作者,國內業務人員,活動企劃人員
國立臺灣大學,園藝暨景觀學系,景觀設計師,其他專案管理師,建築設計／繪圖人員
國立臺灣大學,植物病理學系,研究助理,生物科技研發人員,農藝作物栽培工作者
國立臺灣大學,農業經濟學系,國內業務人員,行銷企劃人員,研究助理
國立臺灣大學,生物產業傳播暨發展學系,行銷企劃人員,行政人員,活動企劃人員
國立臺灣大學,農業化學系,研究助理,國內業務人員,國外業務人員
國立臺灣大學,森林環境暨資源學系,研究助理,行政人員,國內業務人員
國立臺灣大學,獸醫學系,獸醫師,研究助理,一般動物飼育工作者
國立臺灣大學,醫學系,醫師,醫療設備控制人員,顧問人員
國立臺灣大學,公共衛生學系,研究助理,行政人員,公家機關相關人員
國立臺灣大學,藥學系,藥師,醫藥業務代表,其他醫療從業人員
國立臺灣大學,物理治療系,物理治療師,研究助理,行政助理
國立臺灣大學,職能治療學系,職能治療師,研究助理,國內業務人員
國立臺灣大學,護理學系,護理師及護士,研究助理,其他醫療人員
國立臺灣大學,醫學檢驗生物技術學系,研究助理,醫事檢驗師,其他醫療從業人員
國立臺灣大學,牙醫學系,牙醫師,NULL,NULL
國立臺灣大學,社會工作學系,社工人員,行政人員,研究助理
私立華梵大學,美術與文創學系,平面設計／美編人員,門市／店員／專櫃人員,行政人員
私立華梵大學,國文學系,門市／店員／專櫃人員,行政人員,電話客服類人員
私立華梵大學,外國語文學系,門市／店員／專櫃人員,行政人員,語文補習班老師
私立華梵大學,哲學系,門市／店員／專櫃人員,行政人員,行政助理
私立華梵大學,工業設計學系,工業設計,平面設計／美編人員,設計助理
私立華梵大學,資訊管理學系,門市／店員／專櫃人員,行政人員,行政助理
私立華梵大學,電子學系,門市／店員／專櫃人員,助理工程師,國內業務人員
私立華梵大學,機電工程學系,助理工程師,機械設計／繪圖人員,機構工程師
私立華梵大學,工業工程與經營資訊學系,門市／店員／專櫃人員,行政助理,國內業務人員
私立華梵大學,建築學系,建築設計／繪圖人員,室內設計／裝潢人員,工地監工／主任
私立華梵大學,環境與防災設計學系,門市／店員／專櫃人員,行政人員,工務人員／助理
私立真理大學(淡水工商),音樂應用學系,行政人員,門市／店員／專櫃人員,行政助理
私立真理大學(淡水工商),臺灣文學系,門市／店員／專櫃人員,行政人員,行政助理
私立真理大學(淡水工商),應用外語系,行政助理,門市／店員／專櫃人員,飯店工作人員
私立真理大學(淡水工商),英美文學系,門市／店員／專櫃人員,業務助理,行政人員
私立真理大學(淡水工商),應用日語學系,門市／店員／專櫃人員,行政人員,業務助理
私立真理大學(淡水工商),宗教文化與組織管理學系,門市／店員／專櫃人員,行政人員,餐飲服務生
私立真理大學(淡水工商),人文與資訊學系,門市／店員／專櫃人員,餐飲服務生,行政助理
私立真理大學(淡水工商),經濟學系,行政人員,門市／店員／專櫃人員,國內業務人員
私立真理大學(淡水工商),會計與資訊科技學系,記帳／出納／一般會計,查帳／審計人員,財務會計助理
私立真理大學(淡水工商),企業管理學系,門市／店員／專櫃人員,行政人員,國內業務人員
私立真理大學(淡水工商),國際貿易暨商務學系,門市／店員／專櫃人員,業務助理,行政人員
私立真理大學(淡水工商),財務金融學系,銀行辦事員,記帳／出納／一般會計,行政人員
私立真理大學(淡水工商),財政稅務學系,記帳／出納／一般會計,門市／店員／專櫃人員,財務會計助理
私立真理大學(淡水工商),工業管理學系,門市／店員／專櫃人員,國內業務人員,業務助理
私立真理大學(淡水工商),法律學系,法務人員,法務助理,門市／店員／專櫃人員
私立真理大學(淡水工商),財務與精算學系,保險業務／經紀人,國內業務人員,行政人員
私立真理大學(淡水工商),資訊管理學系,門市／店員／專櫃人員,行政人員,軟體設計工程師
私立真理大學(淡水工商),資訊工程學系,軟體設計工程師,門市／店員／專櫃人員,系統維護／操作人員
私立真理大學(淡水工商),餐旅行銷管理學系,餐飲服務生,門市／店員／專櫃人員,飯店工作人員
私立真理大學(淡水工商),觀光事業學系,門市／店員／專櫃人員,OP／旅行社人員,餐飲服務生
私立真理大學(淡水工商),觀光數位知識學系,門市／店員／專櫃人員,OP／旅行社人員,餐飲服務生
私立真理大學(淡水工商),休閒遊憩學系,門市／店員／專櫃人員,OP／旅行社人員,行政人員
私立真理大學(淡水工商),生態觀光經營學系,行政人員,餐飲服務生,補習班導師／管理人員
私立真理大學(淡水工商),運動健康休閒學系,門市／店員／專櫃人員,運動教練,行政助理
私立真理大學(淡水工商),運動管理學系,門市／店員／專櫃人員,國內業務人員,行政人員
私立真理大學(淡水工商),運動資訊傳播學系,門市／店員／專櫃人員,國內業務人員,行政人員
私立真理大學(淡水工商),航空運輸管理學系,門市／店員／專櫃人員,行政人員,飯店工作人員
國立宜蘭大學,外國語文學系,語文補習班老師,業務助理,行政人員
國立宜蘭大學,應用經濟與管理學系,行政人員,門市／店員／專櫃人員,記帳／出納／一般會計
國立宜蘭大學,電機工程學系,電機工程技術員,生產設備工程師,助理工程師
國立宜蘭大學,電子學系,電子工程師,助理工程師,軟體設計工程師
國立宜蘭大學,資訊工程學系,系統維護／操作人員,軟體設計工程師,門市／店員／專櫃人員
國立宜蘭大學,機電工程學系,機械設計／繪圖人員,助理工程師,機構工程師
國立宜蘭大學,生物機電工程學系,生產設備工程師,機構工程師,門市／店員／專櫃人員
國立宜蘭大學,土木工程學系,營造工程師,工地監工／主任,工務人員／助理
國立宜蘭大學,化工與材料工程學系,生產技術／製程工程師,化工化學工程師,實驗化驗人員
國立宜蘭大學,環境工程學系,環境工程人員 / 工程師,行政助理,門市／店員／專櫃人員
國立宜蘭大學,生物技術與動物科學系,一般動物飼育工作者,門市／店員／專櫃人員,研究助理
國立宜蘭大學,園藝學系,門市／店員／專櫃人員,花藝／園藝人員,農藝作物栽培工作者
國立宜蘭大學,食品科學系,品管／檢驗人員,門市／店員／專櫃人員,食品研發人員
國立宜蘭大學,森林暨自然保育學系,門市／店員／專櫃人員,行政人員,研究助理
國立宜蘭大學,休閒產業與健康促進學系,門市／店員／專櫃人員,飯店工作人員,餐飲服務生
私立佛光大學,中國文學與應用學系,行政助理,船務／押匯／報關人員,門市／店員／專櫃人員
私立佛光大學,外國語文學系,門市／店員／專櫃人員,餐飲服務生,行政助理
私立佛光大學,佛教學系,行政人員,門市／店員／專櫃人員,店長／賣場管理人員
私立佛光大學,史學系,門市／店員／專櫃人員,餐飲服務生,行政助理
私立佛光大學,哲學系,門市／店員／專櫃人員,行政人員,電話客服類人員
私立佛光大學,文化資產與創意學系,門市／店員／專櫃人員,行政人員,行政助理
私立佛光大學,產品與媒體設計學系,平面設計／美編人員,門市／店員／專櫃人員,設計助理
私立佛光大學,應用經濟系,門市／店員／專櫃人員,行政助理,記帳／出納／一般會計
私立佛光大學,社會學系,社工人員,門市／店員／專櫃人員,行政助理
私立佛光大學,未來與樂活產業學系,門市／店員／專櫃人員,行政人員,國內業務人員
私立佛光大學,心理學系,餐飲服務生,門市／店員／專櫃人員,行政助理
私立佛光大學,公共事務學系,門市／店員／專櫃人員,行政人員,行政助理
私立佛光大學,傳播學系,門市／店員／專櫃人員,節目製作人員,行銷企劃人員
私立佛光大學,管理學系,國內業務人員,業務助理,保險業務／經紀人
私立佛光大學,資訊科技應用學系,門市／店員／專櫃人員,行政人員,軟體設計工程師
私立佛光大學,健康與創意素食產業學系,門市／店員／專櫃人員,餐飲服務生,餐廚助手
國立臺灣海洋大學,海洋觀光管理學位學程,NULL,NULL,NULL
國立臺灣海洋大學,海洋法政學位學程,理賠人員,NULL,NULL
國立臺灣海洋大學,生命科學暨生物科技學系,生物科技研發人員,品管／檢驗人員,行政人員
國立臺灣海洋大學,海洋生物科技暨資源系,電話客服類人員,系統維護／操作人員,產品維修人員
國立臺灣海洋大學,海洋環境資訊系,環境工程人員 / 工程師,軟體設計工程師,餐飲服務生
國立臺灣海洋大學,電機工程學系,硬體研發工程師,半導體設備工程師,助理工程師
國立臺灣海洋大學,資訊工程學系,軟體設計工程師,Internet程式設計師,其他資訊專業人員
國立臺灣海洋大學,通訊與導航工程學系,國內業務人員,軟韌體測試工程師,RF通訊工程師
國立臺灣海洋大學,系統工程暨造船學系,機械設計／繪圖人員,機構工程師,其他特殊工程師
國立臺灣海洋大學,輪機工程學系,船長／大副／船員,生產設備工程師,其他機械操作員
國立臺灣海洋大學,機電工程學系,機構工程師,機械工程師,機械設計／繪圖人員
國立臺灣海洋大學,河海工程學系,工地監工／主任,營造工程師,土木技師／土木工程師
國立臺灣海洋大學,食品科學系,品管／檢驗人員,門市／店員／專櫃人員,食品研發人員
國立臺灣海洋大學,環境生物與漁業科學學系,門市／店員／專櫃人員,行政人員,研究助理
國立臺灣海洋大學,水產養殖學系,水產養殖工作者,門市／店員／專櫃人員,研究助理
國立臺灣海洋大學,航運管理學系,船務／押匯／報關人員,國內業務人員,行政人員
國立臺灣海洋大學,運輸科學系,運輸交通專業人員,行政人員,國內業務人員
國立臺灣海洋大學,商船學系,船長／大副／船員,運輸交通專業人員,船務／押匯／報關人員
國立中央大學,國文學系,文編／校對／文字工作者,行政人員,行銷企劃人員
國立中央大學,英美文學系,國外業務人員,業務助理,行銷企劃人員
國立中央大學,法國語文學系,國外業務人員,業務助理,行政人員
國立中央大學,經濟學系,銀行辦事員,國外業務人員,國內業務人員
國立中央大學,客家語文暨社會科學學系,業務助理,客戶服務主管,門市／店員／專櫃人員
國立中央大學,企業管理學系,行銷企劃人員,業務助理,國外業務人員
國立中央大學,財務金融學系,查帳／審計人員,銀行辦事員,財務分析／財務人員
國立中央大學,生命科學系,研究助理,生物科技研發人員,行政人員
國立中央大學,化學系,生產技術／製程工程師,材料研發人員,實驗化驗人員
國立中央大學,地球科學系,門市／店員／專櫃人員,行政人員,行政助理
國立中央大學,物理學系,研究助理,軟體設計工程師,生產技術／製程工程師
國立中央大學,大氣科學系,研究助理,氣象相關研究員,行政人員
國立中央大學,數學系,軟體設計工程師,數理補習班老師,國內業務人員
國立中央大學,資訊管理學系,軟體設計工程師,Internet程式設計師,其他資訊專業人員
國立中央大學,電機工程學系,硬體研發工程師,軟體設計工程師,國內業務人員
國立中央大學,光電工程學系,光電工程師,生產技術／製程工程師,國內業務人員
國立中央大學,資訊工程學系,軟體設計工程師,Internet程式設計師,電玩程式設計師
國立中央大學,通訊學系,軟體設計工程師,軟韌體測試工程師,電子工程師
國立中央大學,機械工程學系,機構工程師,機械工程師,機械設計／繪圖人員
國立中央大學,土木工程學系,營造工程師,土木技師／土木工程師,工地監工／主任
國立中央大學,化工與材料工程學系,生產技術／製程工程師,化工化學工程師,材料研發人員
國立體育大學,球類運動學系,運動教練,門市／店員／專櫃人員,中等學校教師
國立體育大學,陸上運動學系,運動教練,中等學校教師,餐飲服務生
國立體育大學,技擊運動學系,運動教練,中等學校教師,作業員／包裝員
國立體育大學,運動保健學系,運動教練,門市／店員／專櫃人員,其他醫療從業人員
國立體育大學,休閒產業管理學系,門市／店員／專櫃人員,行政人員,餐飲服務生
國立體育大學,體育推廣學系,運動教練,行政人員,門市／店員／專櫃人員
國立體育大學,適應體育學系,運動教練,中等學校教師,門市／店員／專櫃人員
私立中原大學,特殊教育學系,特殊教育教師,行政人員,門市／店員／專櫃人員
私立中原大學,華語學系,門市／店員／專櫃人員,行政人員,語文補習班老師
私立中原大學,應用外國語文學系,業務助理,語文補習班老師,國外業務人員
私立中原大學,設計科學創作研究所,餐飲服務生,保全技術人員,業務助理
私立中原大學,商業設計學系,平面設計／美編人員,商業設計,美術設計
私立中原大學,室內設計學系,室內設計／裝潢人員,設計助理,建築設計／繪圖人員
私立中原大學,心理學系,社工人員,行政人員,門市／店員／專櫃人員
私立中原大學,會計與資訊科技學系,查帳／審計人員,記帳／出納／一般會計,行政人員
私立中原大學,企業管理學系,行政人員,業務助理,國內業務人員
私立中原大學,國際經營與貿易學系,業務助理,國外業務人員,國內業務人員
私立中原大學,財務金融學系,銀行辦事員,記帳／出納／一般會計,保險業務／經紀人
私立中原大學,財經法律學系,法務人員,法務助理,行政人員
私立中原大學,生物科技學系,門市／店員／專櫃人員,研究助理,行政人員
私立中原大學,化學系,生產技術／製程工程師,實驗化驗人員,化工化學工程師
私立中原大學,物理學系,生產技術／製程工程師,助理工程師,光電工程師
私立中原大學,應用數學系,行政人員,補習班導師／管理人員,餐飲服務生
私立中原大學,資訊管理學系,軟體設計工程師,行政人員,Internet程式設計師
私立中原大學,電機工程學系,硬體研發工程師,生產技術／製程工程師,生產設備工程師
私立中原大學,電子學系,電子工程師,硬體研發工程師,IC封裝／測試工程師
私立中原大學,資訊工程學系,軟體設計工程師,Internet程式設計師,其他資訊專業人員
私立中原大學,機械工程學系,機構工程師,機械工程師,機械設計／繪圖人員
私立中原大學,土木工程學系,工地監工／主任,營造工程師,工務人員／助理
私立中原大學,化學工程學系,生產技術／製程工程師,化工化學工程師,品管／品保工程師
私立中原大學,工業與系統工程學系,工業工程師／生產線規劃,生管,品管／品保工程師
私立中原大學,環境工程學系,環境工程人員 / 工程師,門市／店員／專櫃人員,行政人員
私立中原大學,生物醫學工程學系,國內業務人員,其他醫療從業人員,研究助理
私立中原大學,建築學系,建築設計／繪圖人員,室內設計／裝潢人員,設計助理
私立中原大學,景觀學系,景觀設計師,建築設計／繪圖人員,室內設計／裝潢人員
私立長庚大學,工業設計學系,工業設計,平面設計／美編人員,設計助理
私立長庚大學,工商管理學系,國內業務人員,行銷企劃人員,業務助理
私立長庚大學,醫務管理學系,醫院行政管理人員,行政人員,行政助理
私立長庚大學,生物醫學學系,研究助理,生物科技研發人員,國內業務人員
私立長庚大學,資訊管理學系,軟體設計工程師,Internet程式設計師,其他資訊專業人員
私立長庚大學,電機工程學系,軟體設計工程師,研究助理,國內業務人員
私立長庚大學,電子學系,電子工程師,研究助理,國內業務人員
私立長庚大學,資訊工程學系,軟體設計工程師,Internet程式設計師,軟韌體測試工程師
私立長庚大學,機械工程學系,機械設計／繪圖人員,品管／檢驗人員,機構工程師
私立長庚大學,化工與材料工程學系,研究助理,生產技術／製程工程師,化工化學工程師
私立長庚大學,醫學系,醫師,其他醫療人員,餐飲服務生
私立長庚大學,中醫學系,醫師,中醫師,門市／店員／專櫃人員
私立長庚大學,物理治療系,物理治療師,研究助理,呼吸治療師
私立長庚大學,職能治療學系,職能治療師,研究助理,其他醫療從業人員
私立長庚大學,護理學系,護理師及護士,研究助理,其他醫療人員
私立長庚大學,呼吸治療學系,呼吸治療師,助教,護理師及護士
私立長庚大學,學士後護理學系,護理師及護士,醫院行政管理人員,總務人員
私立長庚大學,醫學生物技術學系,醫事檢驗師,研究助理,門市／店員／專櫃人員
私立長庚大學,醫學影像暨放射科學學系,醫事放射師,研究助理,國內業務人員
私立元智大學,藝術與設計學系,平面設計／美編人員,設計助理,室內設計／裝潢人員
私立元智大學,國文學系,門市／店員／專櫃人員,行政人員,安親班老師
私立元智大學,應用外語系,國外業務人員,業務助理,行政人員
私立元智大學,社會暨政策科學學系,行政人員,社工人員,門市／店員／專櫃人員
私立元智大學,資訊傳播工程學系,平面設計／美編人員,行銷企劃人員,網頁設計師
私立元智大學,資訊管理學系,軟體設計工程師,MIS程式設計師,Internet程式設計師
私立元智大學,電機工程學系,硬體研發工程師,軟體設計工程師,電子工程師
私立元智大學,光電工程學系,光電工程師,半導體工程師,半導體製程工程師
私立元智大學,資訊工程學系,軟體設計工程師,Internet程式設計師,軟韌體測試工程師
私立元智大學,通訊學系,國內業務人員,硬體研發工程師,軟體設計工程師
私立元智大學,機械工程學系,機械工程師,機構工程師,生產技術／製程工程師
私立元智大學,化學工程與材料科學系,生產技術／製程工程師,化工化學工程師,實驗化驗人員
私立元智大學,工業工程與科技系統工程學系,品管／品保工程師,生管,生產技術／製程工程師
國立臺灣師範大學,教育學系,中等學校教師,安親班老師,行政助理
國立臺灣師範大學,輔導學系,中等學校教師,行政助理,行政人員
國立臺灣師範大學,公民教育與活動領導學系,中等學校教師,行政人員,業務助理
國立臺灣師範大學,華語教學學系,語文補習班老師,研究助理,人力／外勞仲介
國立臺灣師範大學,人類發展與家庭學系,中等學校教師,營養師,行政人員
國立臺灣師範大學,社會教育學系,行銷企劃人員,行政人員,活動企劃人員
國立臺灣師範大學,工業教育學系,中等學校教師,室內設計／裝潢人員,汽車／機車引擎技術人員
國立臺灣師範大學,體育學系,運動教練,中等學校教師,門市／店員／專櫃人員
國立臺灣師範大學,健康促進與衛生教育學系,中等學校教師,行政人員,社工人員
國立臺灣師範大學,特殊教育學系,特殊教育教師,中等學校教師,行政人員
國立臺灣師範大學,科技應用與人力資源發展學系,人力資源人員,國外業務人員,中等學校教師
國立臺灣師範大學,美術學系,平面設計／美編人員,中等學校教師,美術老師
國立臺灣師範大學,音樂學系,中等學校教師,行政人員,音樂老師
國立臺灣師範大學,表演藝術系,門市／店員／專櫃人員,行銷企劃人員,記者／採編
國立臺灣師範大學,臺灣語文學系,幼教班老師,國外業務人員,教育訓練人員
國立臺灣師範大學,國文學系,中等學校教師,文編／校對／文字工作者,行政人員
國立臺灣師範大學,華語學系,語文補習班老師,文編／校對／文字工作者,門市／店員／專櫃人員
國立臺灣師範大學,英語學系,中等學校教師,文編／校對／文字工作者,秘書
國立臺灣師範大學,史學系,中等學校教師,行政人員,文編／校對／文字工作者
國立臺灣師範大學,設計科學創作研究所,平面設計／美編人員,設計助理,美術設計
國立臺灣師範大學,地理學系,中等學校教師,行政人員,門市／店員／專櫃人員
國立臺灣師範大學,東亞學系,行政人員,行銷企劃人員,行政助理
國立臺灣師範大學,圖文傳播學系,平面設計／美編人員,中等學校教師,門市／店員／專櫃人員
國立臺灣師範大學,企業管理學系,行銷企劃人員,國外業務人員,門市／店員／專櫃人員
國立臺灣師範大學,生命科學系,中等學校教師,研究助理,門市／店員／專櫃人員
國立臺灣師範大學,化學系,中等學校教師,升學補習班老師,國內業務人員
國立臺灣師範大學,地球科學系,中等學校教師,研究助理,英文翻譯／口譯人員
國立臺灣師範大學,物理學系,中等學校教師,文編／校對／文字工作者,國內業務人員
國立臺灣師範大學,數學系,中等學校教師,行政人員,數理補習班老師
國立臺灣師範大學,電機工程學系,國內業務人員,軟體設計工程師,國外業務人員
國立臺灣師範大學,資訊工程學系,軟體設計工程師,Internet程式設計師,系統維護／操作人員
國立臺灣師範大學,機電工程學系,機構工程師,其他專案管理師,中等學校教師
國立臺灣師範大學,運動競技學系,運動教練,門市／店員／專櫃人員,中等學校教師
開南大學,電影創作學系,門市／店員／專櫃人員,影片製作技術人員,行銷企劃人員
開南大學,創意產業與數位電影學位學程,門市／店員／專櫃人員,平面設計／美編人員,影片製作技術人員
開南大學,華語學系,其他翻譯／口譯人員,門市／店員／專櫃人員,作業員／包裝員
開南大學,應用英語學系,門市／店員／專櫃人員,業務助理,行政助理
開南大學,應用日語學系,門市／店員／專櫃人員,行政人員,行政助理
